"","word","value"
"3685","fascinates",0.6
"3686","fascinating",0.75
"3687","fascinatingly",0.6
"3688","fascination",0.5
"3689","fascism",-1
"3690","fascist",-0.5
"3691","fascists",-1
"3692","fashionable",0.5
"3693","fashionably",0.8
"3694","faster",0.6
"3695","fastest",0.6
"3696","fastestgrowing",0.6
"3697","fastgrowing",0.6
"3698","fastidiously",-0.4
"3699","fasting",-0.25
"3700","fastpaced",0.6
"3701","fat",-0.5
"3702","fatal",-0.5
"3703","fatalistic",-0.8
"3704","fatalistically",-0.8
"3705","fatalities",-1
"3706","fatality",-0.5
"3707","fatally",-1
"3708","fate",-0.25
"3709","fatherhood",0.6
"3710","fatherly",0.6
"3711","fatigue",-1
"3712","fatigued",-0.75
"3713","fatigues",-0.8
"3714","fatiguing",-1
"3715","fatten",-0.4
"3716","fatty",-0.5
"3717","fatuity",-0.25
"3718","fatuous",-0.6
"3719","fatuously",-0.6
"3720","fault",-0.5
"3721","faultless",0.25
"3722","faults",-0.5
"3723","faulty",-0.5
"3724","favor",0.6
"3725","favorable",0.5
"3726","favored",0.5
"3727","favoring",0.8
"3728","favorite",0.75
"3729","favorites",0.8
"3730","favoritism",-0.4
"3731","favors",0.6
"3732","fawn",-0.25
"3733","fawningly",-0.25
"3734","faze",-0.25
"3735","fear",-0.75
"3736","fearful",-1
"3737","fearfully",-0.5
"3738","fearing",-0.75
"3739","fearless",1
"3740","fearlessly",0.8
"3741","fearlessness",0.8
"3742","fears",-1
"3743","fearsome",-0.5
"3744","feasible",0.4
"3745","feasibly",0.4
"3746","feasted",0.6
"3747","feat",0.5
"3748","featured",0.4
"3749","fecal",-0.8
"3750","feces",-0.8
"3751","feckless",-0.8
"3752","fee",-0.6
"3753","feeble",-0.75
"3754","feebleminded",-1
"3755","feebly",-0.8
"3756","feeling",0.25
"3757","feign",-0.6
"3758","feigned",-0.6
"3759","feigns",-0.6
"3760","feint",-0.6
"3761","felicitate",0.4
"3762","felicitous",0.25
"3763","felicity",0.5
"3764","fell",-0.5
"3765","fellow",0.4
"3766","fellowship",0.8
"3767","felon",-0.5
"3768","felonies",-1
"3769","felonious",-1
"3770","felony",-0.5
"3771","female",0.4
"3772","fend",-0.25
"3773","ferocious",-0.8
"3774","ferociously",-0.8
"3775","ferocity",-0.5
"3776","fertile",0.75
"3777","fervent",0.5
"3778","fervently",0.25
"3779","fervid",0.5
"3780","fervor",0.5
"3781","festival",0.5
"3782","festive",1
"3783","fete",0.4
"3784","fetid",-1
"3785","fetus",-0.25
"3786","feud",-1
"3787","feudal",-0.25
"3788","feudalism",-0.25
"3789","fever",-0.8
"3790","fevered",-0.8
"3791","feverish",-0.75
"3792","fevers",-0.8
"3793","fiasco",-0.75
"3794","fib",-0.75
"3795","fibber",-0.25
"3796","fibbing",-0.8
"3797","fibs",-0.8
"3798","fickle",-0.75
"3799","fiction",-0.25
"3800","fictional",-0.25
"3801","fictitious",-0.5
"3802","fidelity",0.5
"3803","fidget",-0.8
"3804","fidgety",-0.75
"3805","fiend",-0.5
"3806","fiendish",-1
"3807","fierce",-0.5
"3808","fiercely",-0.25
"3809","fiery",0.25
"3810","fiesta",0.8
"3811","fight",-0.5
"3812","fighting",-0.8
"3813","figment",-0.25
"3814","figurehead",-0.25
"3815","filibuster",-0.25
"3816","filth",-0.75
"3817","filthy",-0.5
"3818","finagle",-0.4
"3819","finally",0.4
"3820","fine",0.25
"3821","fined",-0.25
"3822","finely",0.8
"3823","finer",0.6
"3824","finery",0.6
"3825","finesse",0.5
"3826","finest",0.5
"3827","fingered",-0.25
"3828","fingerprinted",-0.4
"3829","finicky",-0.4
"3830","fire",-0.25
"3831","firearms",-0.6
"3832","fireball",-0.25
"3833","fired",-0.5
"3834","fireproof",0.6
"3835","firestorm",-0.8
"3836","firing",-0.6
"3837","firmer",-0.25
"3838","firmness",0.1
"3839","firstborn",0.6
"3840","firstclass",0.8
"3841","firstrate",1
"3842","fishy",-0.6
"3843","fissures",-0.6
"3844","fist",-0.4
"3845","fistfights",-0.8
"3846","fistful",-0.4
"3847","fit",0.4
"3848","fitness",0.6
"3849","fitted",0.4
"3850","fitting",0.4
"3851","fittings",0.4
"3852","fixated",-0.25
"3853","flabbergast",-0.6
"3854","flabbergasted",-0.5
"3855","flabby",-0.8
"3856","flaccid",-0.6
"3857","flagrant",-0.5
"3858","flagrantly",-0.6
"3859","flagship",0.4
"3860","flailed",-0.8
"3861","flailing",-0.8
"3862","flair",0.25
"3863","flak",-0.25
"3864","flamboyant",-0.25
"3865","flareup",-0.25
"3866","flareups",-0.25
"3867","flashback",-0.25
"3868","flashy",0.6
"3869","flatter",0.25
"3870","flattering",0.5
"3871","flatteringly",0.8
"3872","flatulence",-0.6
"3873","flaunt",-0.5
"3874","flaw",-0.5
"3875","flawed",-1
"3876","flawless",0.6
"3877","flawlessly",0.6
"3878","flaws",-0.5
"3879","flea",-0.1
"3880","fled",-0.8
"3881","flee",-0.75
"3882","fleeing",-0.8
"3883","flees",-0.5
"3884","fleet",-0.25
"3885","fleeting",-0.4
"3886","fleshy",-0.25
"3887","flexibility",0.5
"3888","flexible",0.6
"3889","flighty",-0.5
"3890","flimsy",-0.5
"3891","flinch",-0.5
"3892","flinched",-0.8
"3893","flinches",-0.8
"3894","flinging",-0.6
"3895","flippant",-1
"3896","flirt",0.25
"3897","flirty",-0.25
"3898","flog",-0.8
"3899","flooded",-0.8
"3900","floods",-0.8
"3901","floored",-0.25
"3902","flopping",-0.25
"3903","flops",-0.25
"3904","floral",0.6
"3905","flounce",-0.8
"3906","flounder",-0.5
"3907","floundering",-0.5
"3908","flourish",0.8
"3909","flourishing",0.5
"3910","flout",-0.6
"3911","flowery",0.6
"3912","flu",-0.75
"3913","fluctuation",-0.25
"3914","fluent",0.5
"3915","flunk",-1
"3916","flush",-0.4
"3917","flushing",-0.4
"3918","fluster",-0.8
"3919","flustered",-0.8
"3920","flutter",0.6
"3921","flying",0.1
"3922","focal",0.4
"3923","focus",0.6
"3924","focused",0.6
"3925","foe",-0.5
"3926","fogged",-0.6
"3927","foiled",-0.6
"3928","foisted",-0.8
"3929","folly",-0.4
"3930","fond",0.5
"3931","fondly",0.5
"3932","fondness",1
"3933","food",0.4
"3934","fool",-0.75
"3935","fooled",-0.8
"3936","foolhardy",-0.8
"3937","foolish",-0.75
"3938","foolishly",-1
"3939","foolishness",-0.5
"3940","fools",-0.5
"3941","footing",-0.25
"3942","forage",-0.25
"3943","forbid",-0.75
"3944","forbidden",-1
"3945","forbidding",-0.5
"3946","force",-0.6
"3947","forced",-0.5
"3948","forceful",-0.8
"3949","forcible",-0.8
"3950","forcibly",-0.8
"3951","foreboding",-0.5
"3952","forebodingly",-1
"3953","foreclose",-0.8
"3954","foreclosure",-0.8
"3955","foreclosures",-0.8
"3956","forefathers",0.4
"3957","forego",-0.25
"3958","foreign",-0.25
"3959","foreigner",-0.25
"3960","foreman",-0.25
"3961","foremost",0.4
"3962","foresight",0.5
"3963","forested",0.25
"3964","forewarned",-0.4
"3965","forfeit",-0.75
"3966","forfeited",-0.5
"3967","forfeiture",-0.8
"3968","forgery",-0.25
"3969","forget",-0.5
"3970","forgetful",-0.5
"3971","forgetfully",-0.8
"3972","forgetfulness",-0.8
"3973","forgive",0.5
"3974","forgiven",0.4
"3975","forgives",0.4
"3976","forgiving",0.75
"3977","forgotten",-0.5
"3978","forlorn",-0.5
"3979","forlornly",-0.8
"3980","formidable",-0.6
"3981","formless",-0.6
"3982","formula",0.4
"3983","fornication",-0.4
"3984","forsake",-0.5
"3985","forsaken",-0.5
"3986","forswear",-0.25
"3987","forte",0.8
"3988","forthcoming",0.4
"3989","fortify",0.6
"3990","fortitude",0.5
"3991","fortress",-0.25
"3992","fortuitous",1
"3993","fortuitously",1
"3994","fortunate",1
"3995","fortunately",1
"3996","fortune",0.5
"3997","forward",0.6
"3998","foul",-0.75
"3999","foully",-0.25
"4000","foulness",-0.8
"4001","found",0.6
"4002","foundation",0.4
"4003","founder",0.4
"4004","fractious",-0.8
"4005","fractiously",-0.8
"4006","fracture",-0.5
"4007","fragile",-0.5
"4008","fragmented",-0.6
"4009","fragrant",0.5
"4010","frail",-0.8
"4011","frailties",-0.8
"4012","frailty",-0.8
"4013","frantic",-0.75
"4014","frantically",-0.8
"4015","fraternal",0.5
"4016","fraud",-0.75
"4017","frauds",-1
"4018","fraudster",-1
"4019","fraudsters",-1
"4020","fraudulence",-1
"4021","fraudulent",-0.75
"4022","fraught",-0.5
"4023","fray",-0.5
"4024","frayed",-0.6
"4025","frazzle",-0.8
"4026","frazzled",-0.8
"4027","freak",-0.8
"4028","freaked",-0.6
"4029","freaking",-0.5
"4030","freakish",-0.5
"4031","freakishly",-0.8
"4032","freakout",-0.6
"4033","freaks",-0.8
"4034","freakshow",-0.8
"4035","free",0.5
"4036","freed",0.8
"4037","freedom",0.75
"4038","freedoms",1
"4039","freely",1
"4040","frees",0.6
"4041","freeze",-0.4
"4042","freezes",-0.4
"4043","freezing",-0.75
"4044","frenetic",-0.5
"4045","frenetically",-0.25
"4046","frenzied",-0.5
"4047","frenzy",-0.75
"4048","fresh",0.5
"4049","fresher",0.8
"4050","freshest",0.8
"4051","fret",-0.5
"4052","fretful",-0.5
"4053","frets",-0.8
"4054","fretting",-0.8
"4055","friction",-0.25
"4056","frictions",-0.25
"4057","friend",0.8
"4058","friendliness",0.5
"4059","friendly",0.75
"4060","friendship",0.5
"4061","friendships",0.8
"4062","friggin",-0.25
"4063","frigging",-0.25
"4064","fright",-0.75
"4065","frighten",-0.75
"4066","frightened",-0.5
"4067","frightening",-0.5
"4068","frighteningly",-1
"4069","frightens",-1
"4070","frightful",-0.5
"4071","frightfully",-1
"4072","frigid",-0.75
"4073","frikin",-0.4
"4074","frisk",-0.6
"4075","frisky",0.5
"4076","frivolous",-0.5
"4077","frolic",0.5
"4078","frost",-0.25
"4079","frostbite",-0.5
"4080","frown",-0.5
"4081","frowned",-0.8
"4082","frowning",-0.75
"4083","frowns",-0.8
"4084","froze",-0.25
"4085","frozen",-0.25
"4086","frugal",0.25
"4087","fruitful",0.5
"4088","fruition",0.25
"4089","fruitless",-0.75
"4090","fruitlessly",-0.8
"4091","fruits",0.6
"4092","frustrate",-1
"4093","frustrated",-0.75
"4094","frustrates",-0.5
"4095","frustrating",-0.5
"4096","frustratingly",-1
"4097","frustration",-1
"4098","frustrations",-1
"4099","fuck",-1
"4100","fucked",-0.8
"4101","fucker",-1
"4102","fuckers",-1
"4103","fuckface",-1
"4104","fuckfest",-0.8
"4105","fuckhead",-1
"4106","fuckheads",-1
"4107","fucking",-1
"4108","fucks",-0.6
"4109","fuels",0.25
"4110","fugitive",-0.5
"4111","fugitives",-1
"4112","fulfill",0.75
"4113","fulfilled",0.8
"4114","fulfilling",0.8
"4115","fulfillment",0.5
"4116","fulfills",0.8
"4117","fullblown",-0.25
"4118","fully",0.4
"4119","fulminate",-0.25
"4120","fumble",-0.25
"4121","fume",-0.75
"4122","fumes",-0.4
"4123","fuming",-0.5
"4124","fun",0.75
"4125","fundamental",0.1
"4126","fundamentalism",-0.25
"4127","funeral",-0.8
"4128","funerals",-0.8
"4129","fungus",-0.6
"4130","funk",-0.25
"4131","funky",0.1
"4132","funnier",0.5
"4133","funniest",0.8
"4134","funnily",0.25
"4135","funny",0.8
"4136","furious",-1
"4137","furiously",-1
"4138","furor",-0.5
"4139","fury",-0.5
"4140","fuse",-0.25
"4141","fused",-0.25
"4142","fusing",-0.25
"4143","fuss",-0.5
"4144","fussed",-0.8
"4145","fussing",-0.8
"4146","fussy",-0.75
"4147","fusty",-0.25
"4148","futile",-1
"4149","futilely",-0.25
"4150","futility",-0.5
"4151","futuristic",0.25
"4152","gabby",-0.25
"4153","gaff",-0.25
"4154","gaffe",-0.5
"4155","gag",-0.5
"4156","gagged",-0.5
"4157","gaiety",1
"4158","gaily",1
"4159","gain",0.75
"4160","gained",0.5
"4161","gainful",0.8
"4162","gainfully",0.8
"4163","gaining",0.75
"4164","gains",0.5
"4165","gainsay",-0.25
"4166","gainsayer",-0.25
"4167","galerie",0.4
"4168","gall",-0.5
"4169","gallant",0.75
"4170","gallantly",0.5
"4171","gallantry",0.5
"4172","galling",-0.25
"4173","gallingly",-0.25
"4174","gallows",-1
"4175","galore",0.25
"4176","gamble",-0.25
"4177","gambler",-0.25
"4178","gambling",-0.25
"4179","gang",-0.8
"4180","gangly",-0.6
"4181","gangster",-1
"4182","gape",-0.25
"4183","garbage",-0.5
"4184","garden",0.6
"4185","garish",-0.5
"4186","garrison",-0.4
"4187","gash",-0.5
"4188","gashed",-1
"4189","gasp",-0.8
"4190","gasping",-0.8
"4191","gaudy",-0.8
"4192","gaunt",-0.8
"4193","gauze",-0.25
"4194","gawk",-0.6
"4195","gawky",-0.25
"4196","geekier",-0.25
"4197","geeky",-0.6
"4198","geezer",-0.25
"4199","gem",0.5
"4200","gems",0.6
"4201","general",0.4
"4202","generation",0.4
"4203","generations",0.4
"4204","generosity",0.75
"4205","generous",0.75
"4206","generously",1
"4207","genial",0.75
"4208","genius",0.5
"4209","genocide",-1
"4210","genteel",1
"4211","gentle",1
"4212","gentleman",1
"4213","gentleness",0.5
"4214","gentlest",0.5
"4215","gentry",0.1
"4216","genuine",0.5
"4217","genuinely",0.8
"4218","geriatric",-0.25
"4219","gesturing",0.25
"4220","ghastly",-0.5
"4221","ghetto",-0.5
"4222","ghost",-0.6
"4223","ghostly",-0.5
"4224","gibberish",-0.5
"4225","gibe",-0.25
"4226","giddiness",-0.25
"4227","giddy",0.25
"4228","gift",0.5
"4229","gifted",0.5
"4230","gifts",0.8
"4231","gigantic",0.25
"4232","giggle",0.5
"4233","giggled",0.8
"4234","giggler",-0.25
"4235","giggles",0.8
"4236","gimmick",-0.4
"4237","gimmicked",-0.25
"4238","gimmicking",-0.25
"4239","gimmicks",-0.4
"4240","gimmicky",-0.4
"4241","gimps",-0.8
"4242","gird",-0.25
"4243","girlhood",0.6
"4244","girly",-0.25
"4245","giving",0.25
"4246","glacial",-0.4
"4247","glad",0.75
"4248","gladden",1
"4249","gladly",0.5
"4250","gladness",0.75
"4251","glamorous",0.8
"4252","glamour",0.8
"4253","glare",-0.25
"4254","glared",-0.8
"4255","glares",-0.8
"4256","glaring",-0.8
"4257","glaringly",-0.8
"4258","glassy",0.25
"4259","glee",0.75
"4260","gleeful",0.5
"4261","gleefully",0.5
"4262","glib",-0.5
"4263","glibly",-0.25
"4264","glide",0.6
"4265","glimmer",0.5
"4266","glimmered",0.6
"4267","glimmering",0.6
"4268","glinting",0.25
"4269","glisten",0.6
"4270","glistening",0.6
"4271","glitch",-0.5
"4272","glitches",-1
"4273","glitter",0.6
"4274","glittering",0.6
"4275","glitz",0.6
"4276","gloated",-0.6
"4277","gloatingly",-0.8
"4278","global",0.4
"4279","gloom",-0.75
"4280","gloomy",-1
"4281","glories",1
"4282","glorification",1
"4283","glorify",0.5
"4284","glorious",0.5
"4285","gloriously",0.5
"4286","glory",0.75
"4287","gloss",0.6
"4288","glow",0.25
"4289","glower",-0.6
"4290","glowing",0.25
"4291","glowingly",0.8
"4292","glum",-0.75
"4293","glut",-0.5
"4294","glutted",-0.8
"4295","gluttony",-1
"4296","gnarled",-0.8
"4297","gnashing",-0.8
"4298","gnaw",-0.6
"4299","gnawing",-0.6
"4300","goad",-0.6
"4301","goading",-0.6
"4302","gobble",-0.25
"4303","goblin",-0.8
"4304","godawful",-0.25
"4305","goddammit",-1
"4306","goddamn",-1
"4307","goddamned",-1
"4308","godless",-1
"4309","godlike",0.8
"4310","godly",1
"4311","godsend",0.8
"4312","godspeed",0.4
"4313","goggly",-0.25
"4314","gold",0.5
"4315","golden",0.6
"4316","goo",-0.25
"4317","good",0.75
"4318","goodness",1
"4319","goods",0.6
"4320","goodwill",0.5
"4321","gooey",-0.25
"4322","goof",-0.25
"4323","goofy",-0.25
"4324","goon",-0.6
"4325","gophers",-0.25
"4326","gore",-0.5
"4327","gorge",-0.25
"4328","gorgeous",0.5
"4329","gorgeously",1
"4330","gorilla",-0.25
"4331","gory",-1
"4332","gospel",0.1
"4333","gossip",-0.5
"4334","gouge",-0.8
"4335","gout",-0.8
"4336","govern",0.4
"4337","government",-0.5
"4338","graceful",0.75
"4339","gracefully",1
"4340","graceless",-0.6
"4341","gracelessly",-0.6
"4342","gracious",1
"4343","graciously",0.75
"4344","graciousness",1
"4345","graduation",0.5
"4346","graduations",0.8
"4347","grainy",-0.25
"4348","grand",0.5
"4349","grandchildren",0.6
"4350","granddaddy",0.6
"4351","granddaughters",0.6
"4352","grandest",0.8
"4353","grandeur",0.75
"4354","grandfathers",0.6
"4355","grandmother",0.6
"4356","grant",0.5
"4357","granted",0.5
"4358","granting",0.8
"4359","grants",0.6
"4360","grapple",-0.4
"4361","grasping",-0.4
"4362","grated",-0.4
"4363","grateful",1
"4364","gratefully",1
"4365","gratefulness",1
"4366","gratification",0.5
"4367","gratified",1
"4368","gratifies",1
"4369","gratify",0.5
"4370","gratifying",1
"4371","gratifyingly",1
"4372","gratitude",0.75
"4373","grave",-0.5
"4374","gravely",-1
"4375","gravestones",-0.6
"4376","greasy",-0.5
"4377","great",0.5
"4378","greater",0.5
"4379","greatest",0.5
"4380","greatness",0.5
"4381","greed",-1
"4382","greedy",-0.75
"4383","greet",0.8
"4384","greeted",0.8
"4385","greeting",0.5
"4386","greetings",0.5
"4387","greets",0.8
"4388","gregarious",0.25
"4389","grenade",-0.6
"4390","grief",-0.75
"4391","griefs",-1
"4392","grievance",-0.5
"4393","grievances",-1
"4394","grieve",-0.75
"4395","grieved",-1
"4396","grieving",-1
"4397","grievous",-0.5
"4398","grievously",-1
"4399","grim",-0.75
"4400","grimace",-0.5
"4401","grimacing",-1
"4402","grime",-1
"4403","grimly",-1
"4404","grimm",-0.6
"4405","grimy",-0.8
"4406","grin",0.5
"4407","grind",-0.25
"4408","grinding",-0.5
"4409","grinned",0.4
"4410","grins",0.8
"4411","gripe",-0.5
"4412","gripes",-1
"4413","gripping",-0.25
"4414","grisly",-0.75
"4415","grist",-0.25
"4416","grit",-0.4
"4417","gritty",-0.25
"4418","grizzly",-0.8
"4419","groan",-0.8
"4420","groaned",-0.8
"4421","groggy",-0.8
"4422","grope",-0.4
"4423","groped",-0.4
"4424","groping",-0.4
"4425","gross",-1
"4426","grossly",-0.8
"4427","grotesque",-0.75
"4428","grotesquely",-1
"4429","grouch",-1
"4430","grouchy",-1
"4431","groundbreaking",0.6
"4432","grounded",-0.25
"4433","groundless",-0.5
"4434","groundwork",0.4
"4435","groupie",-0.25
"4436","grow",0.8
"4437","growing",0.8
"4438","growl",-0.5
"4439","growling",-0.6
"4440","growth",0.5
"4441","grubs",-0.25
"4442","grudge",-0.75
"4443","grudges",-1
"4444","grudging",-0.5
"4445","grudgingly",-0.75
"4446","gruelingly",-1
"4447","gruesome",-0.5
"4448","gruesomely",-0.5
"4449","gruff",-0.75
"4450","gruffly",-0.6
"4451","grumble",-0.5
"4452","grumbled",-0.8
"4453","grumpier",-0.8
"4454","grumpiest",-0.8
"4455","grumpily",-0.8
"4456","grumpish",-0.8
"4457","grumpy",-0.5
"4458","grunt",-0.6
"4459","grunted",-0.6
"4460","grunts",-0.6
"4461","guarantee",0.75
"4462","guard",-0.25
"4463","guardian",0.1
"4464","guardians",0.8
"4465","guardianship",0.8
"4466","gubernatorial",-0.25
"4467","guerilla",-0.25
"4468","guffaw",-0.25
"4469","guffawed",-0.25
"4470","guidance",0.5
"4471","guide",0.6
"4472","guidebook",0.6
"4473","guiding",0.6
"4474","guile",-0.5
"4475","guillotine",-1
"4476","guilt",-1
"4477","guiltily",-0.5
"4478","guiltless",0.4
"4479","guilty",-0.75
"4480","guise",-0.4
"4481","gullibility",-1
"4482","gullible",-0.75
"4483","gumming",-0.25
"4484","gumption",1
"4485","gun",-0.5
"4486","gunpoint",-1
"4487","gunpowder",-0.4
"4488","guru",0.6
"4489","gurus",0.6
"4490","gush",-0.1
"4491","gushes",-0.25
"4492","gushing",-0.25
"4493","gusto",1
"4494","gusty",-0.4
"4495","gutless",-1
"4496","guts",0.25
"4497","gutsy",0.8
"4498","gutter",-0.4
"4499","gymnast",0.25
"4500","gypsy",-0.25
"4501","habitat",0.6
"4502","hack",-0.5
"4503","hacked",-0.6
"4504","hacks",-0.6
"4505","hag",-1
"4506","haggard",-0.5
"4507","haggle",-0.6
"4508","hail",0.5
"4509","hailed",0.5
"4510","hairless",-0.4
"4511","hairloss",-0.25
"4512","hairy",-0.1
"4513","halcyon",0.8
"4514","halfhearted",-1
"4515","halfheartedly",-1
"4516","hallelujah",1
"4517","hallmark",0.6
"4518","hallmarks",0.6
"4519","hallucinate",-0.6
"4520","hallucinating",-0.6
"4521","hallucination",-0.5
"4522","halt",-0.4
"4523","halting",-0.4
"4524","hamper",-0.5
"4525","hampered",-0.4
"4526","handcuff",-0.6
"4527","handcuffed",-0.8
"4528","handcuffs",-0.6
"4529","handedly",0.25
"4530","handguns",-0.4
"4531","handicap",-0.8
"4532","handicapped",-0.8
"4533","handily",1
"4534","handiwork",-0.25
"4535","handsdown",0.6
"4536","handsome",1
"4537","handsomely",1
"4538","handy",0.5
"4539","hang",-0.25
"4540","hanging",-0.25
"4541","hangman",-0.4
"4542","hangnails",-0.25
"4543","hangs",-0.25
"4544","haphazard",-1
"4545","haphazardness",-1
"4546","hapless",-0.5
"4547","haplessness",-1
"4548","happier",0.5
"4549","happily",0.5
"4550","happiness",0.75
"4551","happy",0.75
"4552","harangue",-0.8
"4553","harass",-0.75
"4554","harassed",-1
"4555","harasses",-1
"4556","harassment",-1
"4557","harbinger",-0.25
"4558","harboring",-0.4
"4559","harbors",-0.4
"4560","hard",-0.25
"4561","hardball",-0.6
"4562","harden",-0.25
"4563","hardened",-0.75
"4564","hardheaded",-0.8
"4565","hardhearted",-1
"4566","hardhit",-0.25
"4567","hardier",0.5
"4568","hardline",-0.25
"4569","hardliner",-0.25
"4570","hardliners",-0.25
"4571","hardship",-0.75
"4572","hardships",-0.8
"4573","hardworking",1
